147.52711	95775.90829
149.41321	95944.74617
151.30034	96113.67625
153.18552	96282.43177
155.07175	96451.28129
156.95602	96619.95535
158.83984	96788.58913
160.7247	96957.31601
162.60762	97125.86923
164.49158	97294.51554
166.37358	97462.9864
168.25662	97631.55036
170.13773	97799.94155
172.01987	97975.07839
173.90007	98168.3229
175.7813	98361.67326
177.66058	98554.82321
179.53943	98747.92896
181.41931	98941.14058
183.29724	99134.15178
185.17621	99327.26986
187.05325	99520.18958
188.93132	99713.21517
190.80745	99906.04136
192.68312	100098.82028
194.55984	100291.70712
196.43462	100484.39456
198.31044	100677.18889
200.18431	100869.78281
202.05922	101015.18803
203.93221	101155.80971
205.80473	101296.3961
207.67828	101437.05983
209.54991	101577.5794
211.42258	101718.17706
213.2933	101858.62831
215.16359	101999.04728
217.0349	102139.54283
218.90428	102279.89347
220.77322	102420.21109
222.64171	102560.49491
224.50975	102635.99845
226.37881	102678.64673
228.24596	102721.25144
230.11266	102763.84587
231.98038	102806.46358
233.84618	102849.03749
235.71153	102891.60112
237.57791	102934.18825
239.44238	102976.7318
241.30638	103019.26463
243.17143	103061.82142
245.03455	103104.33417
246.89722	103146.83665
248.76093	103177.33619
250.62271	103156.40295
252.48404	103135.47476
254.34641	103114.53488
256.20685	103093.61671
258.06683	103072.7037
259.92789	103051.77855
261.78699	103030.87544
263.64566	103009.97716
265.50534	102989.06753
267.36313	102968.17915
269.22046	102947.29594
271.0788	102926.40137
272.93524	102905.52817
274.79123	102884.66003
276.64679	102863.79672
278.50339	102842.92172
280.35806	102822.06842
282.21228	102801.22018
284.06754	102780.36024
285.92087	102759.522
287.77377	102738.6886
289.62622	102717.86026
291.47971	102697.02023
293.33127	102676.2019
295.18237	102655.38873
297.03308	102634.57996
298.8848	102613.75983
300.73459	102652.207
302.58395	102714.83533
304.43286	102777.44843
306.28281	102840.09675
308.13083	102902.6797
309.97842	102965.2481
311.82559	103027.80227
313.67377	103090.39064
315.52005	103152.91468
317.36588	103215.42347
319.21127	103277.91736
321.05621	103340.39601
322.90219	103402.90989
324.74628	103465.35975
326.5899	103527.7937
328.43311	103590.21377
330.27734	103652.66838
332.11966	103827.58173
333.96152	104015.80227
335.80298	104203.98194
337.64398	104392.1146
339.48453	104580.20127
341.32611	104768.3932
343.1658	104956.39199
345.00507	105144.34786
346.84387	105332.2557
348.68225	105520.12062
350.52164	105708.08876
352.35913	105895.86273
354.1962	106083.59378
356.03284	106271.28089
357.86902	106458.92099
359.70477	106646.51715
361.5401	106834.07039
363.37643	107021.72582
365.21088	107209.18913
367.04489	107396.60748
368.87845	107583.97984
370.71161	107771.31133
372.54431	107958.5958
374.37656	108145.8343
376.20984	108333.17805
378.04126	108492.66448
379.87219	108650.49337
381.70273	108808.28864
383.53284	108966.04684
385.36249	109123.76539
387.19171	109281.44688
389.02051	109439.09216
390.84885	109596.69778
392.67822	109754.3922
394.50571	109911.92455
396.33276	110069.41898
398.15939	110226.8772
399.9856	110384.29922
401.81134	110541.68072
403.63666	110699.02602
405.46155	110856.33425
407.28601	111013.60542
409.11005	111170.84038
410.93362	111328.03482
412.75681	111513.21748
414.57953	111723.62995
416.40182	111933.99279
418.22369	112144.30713
420.04657	112354.73807
421.86758	112564.95314
423.68814	112775.11627
425.5083	112985.23321
427.328	113195.29706
429.14728	113405.31242
430.96613	113615.27814
432.78455	113825.19422
434.60254	114035.06067
436.4201	114244.87748
438.23721	114454.64233
440.05392	114664.36102
441.87021	114874.03122
443.68604	115083.64831
445.50143	115293.49026
447.31644	115580.95869
449.13098	115868.35268
450.9451	116155.68014
452.75879	116442.93951
454.57208	116730.13551
456.38492	117017.26025
458.19733	117304.31688
460.00931	117591.30541
461.82086	117878.22583
463.63199	118165.07972
465.44269	118451.86552
467.25296	118738.58321
469.06281	119025.23437
470.87222	119311.81585
472.67978	119598.10432
474.48834	119884.55117
476.29648	120170.93151
478.10419	120457.24373
479.91147	120743.56544
481.71832	121055.67205
483.52621	121367.95831
485.33221	121679.9181
487.13779	121991.80534
488.94293	122303.61657
490.74768	122615.36044
492.55197	122927.02485
494.35587	123238.6219
496.1593	123550.13776
497.96091	123861.33924
499.76352	124172.71345
501.5657	124484.01339
503.36743	124795.2356
505.16879	125106.3939
506.9697	125417.47446
508.77017	125728.47903
510.57022	126039.41104
512.36987	126350.27396
514.16766	126660.81559
515.96643	126971.5265
517.76483	127198.11612
519.56274	127420.90349
521.36029	127643.64624
523.15735	127866.32828
524.95404	128088.96447
526.74884	128311.36646
528.54468	128533.89733
530.34009	128756.37491
532.13507	128978.7992
533.92963	129201.17145
535.72382	129423.49786
537.51611	129645.58882
539.30939	129867.80246
541.10229	130089.96902
542.89471	130312.07609
544.68677	130534.13855
546.47839	130756.1465
548.26813	130977.92148
550.0589	131199.8241
551.8493	131432.22791
553.63922	131713.26298
555.42871	131994.23054
557.21643	132274.92019
559.00507	132555.75429
560.79333	132836.52873
562.58118	133117.23879
564.36719	133397.65996
566.15417	133678.23342
567.94073	133958.74094
569.72693	134239.19194
571.51404	134519.78581
573.29797	134799.88039
575.08289	135080.13042
576.86737	135360.31136
578.65143	135640.42635
580.43365	135920.25245
582.21686	136200.23398
583.99969	136508.28522
585.7821	136823.51248
587.56268	137138.41608
589.34424	137453.49301
591.12537	137768.49389
592.90466	138083.16936
594.685	138398.03052
596.4649	138712.81387
598.24432	139027.51233
600.02203	139341.90837
601.80066	139656.46711
603.57886	139970.94981
605.35529	140285.11947
607.13269	140599.46068
608.90967	140913.72761
610.68622	141227.9185
612.46094	141541.78574
614.23669	141855.83514
616.01202	142169.55334
617.78552	142414.83605
619.56	142660.25431
621.33411	142905.62138
623.10632	143150.72569
624.87958	143395.97521
626.6524	143641.16387
628.42487	143886.30413
630.19684	144131.37524
631.96704	144376.20155
633.73822	144621.1634
635.50897	144866.06577
637.27789	145110.71505
639.04785	145355.50817
640.81738	145600.24181
642.58508	145844.72236
644.35382	146089.34675
646.12067	146333.70974
647.88855	146578.21518
649.65601	146822.76847
651.42169	147094.91595
653.18829	147367.20524
654.95453	147639.43903
656.71893	147911.38923
658.48438	148183.50126
660.24792	148455.3189
662.01251	148727.29838
663.77527	148998.9958
665.53906	149270.85197
667.30243	149542.64341
669.06396	149814.15125
670.82648	150085.81167
672.58716	150357.1885
674.35028	150628.9414
676.11017	150900.19646
677.87109	151171.61028
679.63153	151442.95011
681.3902	151714.01713
683.1499	151985.17214
684.90771	152238.43626
686.66656	152491.85023
688.42358	152745.00054
690.18164	152998.30068
691.93787	153251.33717
693.69507	153504.5134
695.45044	153757.42598
697.20685	154010.48839
698.96143	154263.28714
700.71698	154516.22565
702.47076	154768.90914
704.22552	155021.73382
705.97845	155274.29484
707.73242	155527.0057
709.48456	155779.4529
711.23767	156032.03986
712.98901	156284.37179
714.74274	156537.04807
716.49323	156789.21117
718.24475	157029.14488
719.99445	157268.82926
721.74512	157508.64653
723.49402	157748.22133
725.24249	157987.73722
726.99194	158227.38736
728.73962	158466.79504
730.48828	158706.33696
732.23517	158945.63642
733.98297	159185.06054
735.72906	159424.2504
737.47467	159663.37452
739.22131	159902.63973
740.96619	160141.66385
742.71198	160380.81262
744.45599	160619.71756
746.20105	160858.76633
747.94427	161097.56305
749.68848	161336.58045
751.43225	161598.97763
753.17426	161861.10997
754.91724	162123.38826
756.65845	162385.40022
758.39923	162647.34747
760.14105	162909.45121
761.88104	163171.27958
763.62061	163433.04476
765.36121	163694.96492
767.09998	163956.60971
768.83838	164218.19882
770.57776	164479.93541
772.31531	164741.39661
774.05389	165003.01281
775.79065	165264.35515
777.52704	165525.6418
779.2644	165787.07442
781	166048.2422
782.73651	166309.69124
784.47266	166609.89497
786.20703	166909.79091
787.94104	167209.62461
789.67462	167509.38395
791.40912	167809.30238
793.14191	168108.92512
794.87427	168408.47351
796.60767	168708.20173
798.33923	169007.61178
800.07037	169306.94922
801.80255	169606.46648
803.5329	169905.66732
805.26288	170204.80417
806.99243	170503.86667
808.72302	170803.10901
810.45313	171102.26834
812.18152	171401.13026
813.90948	171699.91783
815.63843	171998.74823
817.36566	172265.25955
819.09241	172531.6968
820.81879	172798.07696
822.54614	173064.60679
824.27173	173330.86505
825.99695	173597.06622
827.72174	173863.20105
829.44751	174129.48709
831.17151	174395.50001
832.89514	174661.45585
834.61835	174927.34688
836.34113	175193.17156
838.06628	175459.36193
839.78833	175725.07397
841.50995	175990.71967
843.23114	176256.29901
844.95197	176521.82281
846.67377	176787.49627
848.3938	177052.59848
850.11346	177238.97874
851.8327	177425.31349
853.55157	177611.60813
855.27002	177797.85725
856.98944	177984.21151
858.70709	178170.37392
860.42438	178356.49732
862.14124	178542.57412
863.85907	178728.75604
865.5752	178914.75372
867.29089	179100.70371
869.00751	179286.75449
870.72241	179472.61886
872.43695	179658.44421
874.15106	179844.22295
875.86481	180029.96268
877.57813	180215.6558
879.29108	180401.30882
881.0036	180586.73385
882.71576	180710.74435
884.42883	180834.82077
886.1402	180958.77406
887.85254	181082.7976
889.56311	181206.69294
891.27332	181330.56221
892.98309	181454.39961
894.6925	181578.21094
896.40155	181701.99619
898.11017	181825.75029
899.81836	181949.47326
901.52618	182073.16942
903.23364	182196.83951
904.94067	182320.47845
906.64734	182444.09132
908.35364	182567.67739
910.06085	182691.32937
911.7677	182814.95528
913.47284	182939.95644
915.17749	183069.61235
916.88184	183199.24544
918.58575	183328.84507
920.28931	183458.41807
921.99243	183587.95761
923.69519	183717.46976
925.39758	183846.95378
927.09955	183976.40585
928.80115	184105.82977
930.50232	184235.22099
932.20453	184364.69132
933.90491	184494.02245
935.60498	184623.33
937.30463	184752.60561
939.0025	184881.74584
940.70135	185010.9606
942.39984	185140.14798
944.09796	185269.30721
945.79565	185398.43375
947.49298	185527.5329
949.18988	185656.59934
950.88641	185784.25789
952.58392	185894.00381
954.27966	186003.63529
955.97504	186113.2435
957.67004	186222.82714
959.36469	186332.38815
961.0589	186441.92072
962.75269	186551.42613
964.44482	186660.82422
966.13788	186770.28244
967.83051	186879.71285
969.52283	186989.12323
971.21472	187098.5058
972.90759	187207.95174
974.59869	187317.28324
976.28943	187426.59146
977.9798	187535.87577
979.6684	187645.04564
981.35797	187754.27823
983.04718	187863.48754
984.73602	187972.67293
986.42444	188081.83116
988.11249	188187.23507
989.80017	188279.81359
991.48743	188372.36906
993.17432	188464.90424
994.86084	188557.41913
996.54694	188649.91097
998.23267	188742.38252
999.91803	188834.83377
1001.6017	188927.19232
1003.2863	189019.60188
1004.9705	189111.9895
1006.6543	189204.35517
1008.3377	189296.69891
1010.0208	189389.02619
1011.7034	189481.32604
1013.3857	189548.59688
1015.0676	189607.37348
1016.7479	189666.09416
1018.429	189724.84281
1020.1097	189783.57747
1021.7901	189842.30165
1023.4702	189901.01535
1025.1484	189959.66265
1026.829	190018.39382
1028.5078	190077.06208
1030.1863	190135.71986
1031.863	190194.31474
1033.5408	190252.94806
1035.2181	190311.56391
1036.8937	190370.12035
1038.5703	190428.71173
